19:34::16 [init] AGV: 7 Online
19:34::16 [init] Mac: 07
19:36::02 [send] set path enable
19:36::12 [recv] set Path:1
19:36::12 [recv] set Path:1
19:36::12 [recv] set Path:1
19:36::12 [recv] set Path:1
19:36::12 [recv] set Path:1
19:36::12 [recv] set Path:1
19:36::12 [recv] set Path:1
19:36::12 [recv] set Path:1
19:36::12 [recv] set Path:1
19:36::12 [recv] set Path:1
19:36::13 [send] set path enable
19:36::17 [recv] set Path:1
19:36::17 [recv] set Path:1
19:36::17 [recv] set Path:1
19:36::17 [recv] set Path:1
19:36::17 [recv] set Path:1
19:36::17 [recv] set Path:1
19:36::17 [recv] set Path:1
19:36::17 [recv] set Path:1
19:36::17 [recv] set Path:1
19:36::17 [recv] set Path:1
19:36::19 [send] set path enable
19:36::22 [recv] set Path:1
19:36::22 [recv] set Path:1
19:36::22 [recv] set Path:1
19:36::22 [recv] set Path:1
19:36::22 [recv] set Path:1
19:36::22 [recv] set Path:1
19:36::22 [recv] set Path:1
19:36::22 [recv] set Path:1
19:36::22 [recv] set Path:1
19:36::22 [recv] set Path:1
19:36::25 [send] set path enable
19:36::26 [recv] set Path:1
19:36::26 [recv] set Path:1
19:36::26 [recv] set Path:1
19:36::26 [recv] set Path:1
19:36::26 [recv] set Path:1
19:36::26 [recv] set Path:1
19:36::26 [recv] set Path:1
19:36::26 [recv] set Path:1
19:36::26 [recv] set Path:1
19:36::26 [recv] set Path:1
19:36::31 [send] set path enable
19:36::37 [recv] set Path:1
19:36::37 [recv] set Path:1
19:36::37 [recv] set Path:1
19:36::37 [recv] set Path:1
19:36::37 [recv] set Path:1
19:36::37 [recv] set Path:1
19:36::37 [recv] set Path:1
19:36::37 [recv] set Path:1
19:36::37 [recv] set Path:1
19:36::37 [recv] set Path:1
19:36::38 [send] set path enable
