00:00::34 [init] AGV: 11 Online
00:00::34 [init] Mac: 11
00:00::34 [init] Power param: FullLimit=0,HighLimit=0,LowLimit=0
00:02::41 [recv] set Path:1
00:02::41 [recv] set Path:1
00:02::41 [recv] set Path:1
00:02::41 [recv] set Path:1
00:02::41 [recv] set Path:1
00:02::41 [recv] set Path:1
00:02::41 [recv] set Path:1
00:02::41 [recv] set Path:1
00:02::41 [recv] set Path:1
00:02::41 [recv] set Path:1
00:02::42 [send] set path enable
00:02::45 [proc] plan: currentID:151
00:02::45 [recv] set Path:1
00:02::45 [recv] set Path:1
00:02::45 [recv] set Path:1
00:02::45 [recv] set Path:1
00:02::45 [recv] set Path:1
00:02::45 [recv] set Path:1
00:02::45 [recv] set Path:1
00:02::45 [recv] set Path:1
00:02::45 [recv] set Path:1
00:02::45 [recv] set Path:1
00:02::47 [send] set path enable
00:02::47 [proc] plan: currentID:150
00:02::49 [proc] plan: currentID:155
00:02::50 [recv] set Path:1
00:02::50 [recv] set Path:1
00:02::50 [recv] set Path:1
00:02::50 [recv] set Path:1
00:02::50 [recv] set Path:1
00:02::50 [recv] set Path:1
00:02::50 [recv] set Path:1
00:02::50 [recv] set Path:1
00:02::50 [recv] set Path:1
00:02::50 [recv] set Path:1
00:02::52 [proc] plan: currentID:159
00:02::54 [send] set path enable
00:02::56 [proc] plan: currentID:160
00:02::56 [recv] set Path:1
00:02::56 [recv] set Path:1
00:02::56 [recv] set Path:1
00:02::56 [recv] set Path:1
00:02::56 [recv] set Path:1
00:02::56 [recv] set Path:1
00:02::56 [recv] set Path:1
00:02::56 [recv] set Path:1
00:02::56 [recv] set Path:1
00:02::56 [recv] set Path:1
00:02::56 [proc] plan: currentID:161
00:02::57 [send] set path enable
00:02::59 [proc] plan: currentID:163
00:03::03 [proc] plan: currentID:17
00:03::04 [recv] set Path:1
00:03::04 [recv] set Path:1
00:03::04 [recv] set Path:1
00:03::04 [recv] set Path:1
00:03::04 [recv] set Path:1
00:03::04 [recv] set Path:1
00:03::04 [recv] set Path:1
00:03::04 [recv] set Path:1
00:03::04 [recv] set Path:1
00:03::04 [recv] set Path:1
00:03::05 [send] set path enable
00:03::09 [proc] plan: currentID:163
00:03::10 [recv] set Path:1
00:03::10 [recv] set Path:1
00:03::10 [recv] set Path:1
00:03::10 [recv] set Path:1
00:03::10 [recv] set Path:1
00:03::10 [recv] set Path:1
00:03::10 [recv] set Path:1
00:03::10 [recv] set Path:1
00:03::10 [recv] set Path:1
00:03::10 [recv] set Path:1
00:03::11 [proc] plan: currentID:161
00:03::11 [send] set path enable
00:03::14 [proc] plan: currentID:160
00:03::18 [proc] plan: currentID:158
00:03::22 [recv] set Path:1
00:03::22 [recv] set Path:1
00:03::22 [recv] set Path:1
00:03::22 [recv] set Path:1
00:03::22 [recv] set Path:1
00:03::22 [recv] set Path:1
00:03::22 [recv] set Path:1
00:03::22 [recv] set Path:1
00:03::22 [recv] set Path:1
00:03::22 [recv] set Path:1
00:03::23 [send] set path enable
00:03::25 [proc] plan: currentID:30
00:03::25 [proc] plan: currentID:30
00:03::25 [proc] plan: currentID:30
00:03::26 [proc] plan: currentID:30
00:03::28 [recv] set Path:1
00:03::28 [recv] set Path:1
00:03::28 [recv] set Path:1
00:03::28 [recv] set Path:1
00:03::28 [recv] set Path:1
00:03::28 [recv] set Path:1
00:03::28 [recv] set Path:1
00:03::28 [recv] set Path:1
00:03::28 [recv] set Path:1
00:03::28 [recv] set Path:1
00:03::29 [send] set path enable
00:03::31 [proc] plan: currentID:158
00:03::31 [recv] set Path:1
00:03::31 [recv] set Path:1
00:03::31 [recv] set Path:1
00:03::31 [recv] set Path:1
00:03::31 [recv] set Path:1
00:03::31 [recv] set Path:1
00:03::31 [recv] set Path:1
00:03::31 [recv] set Path:1
00:03::31 [recv] set Path:1
00:03::31 [recv] set Path:1
00:03::32 [send] set path enable
00:03::33 [proc] plan: currentID:160
00:03::34 [proc] plan: currentID:161
00:03::34 [recv] set Path:1
00:03::34 [recv] set Path:1
00:03::34 [recv] set Path:1
00:03::34 [recv] set Path:1
00:03::34 [recv] set Path:1
00:03::34 [recv] set Path:1
00:03::34 [recv] set Path:1
00:03::34 [recv] set Path:1
00:03::34 [recv] set Path:1
00:03::34 [recv] set Path:1
00:03::35 [send] set path enable
00:03::35 [proc] plan: currentID:162
00:03::37 [proc] plan: currentID:157
00:03::37 [recv] set Path:1
00:03::37 [recv] set Path:1
00:03::37 [recv] set Path:1
00:03::37 [recv] set Path:1
00:03::37 [recv] set Path:1
00:03::37 [recv] set Path:1
00:03::37 [recv] set Path:1
00:03::37 [recv] set Path:1
00:03::37 [recv] set Path:1
00:03::37 [recv] set Path:1
00:03::38 [send] set path enable
00:03::39 [proc] plan: currentID:152
00:03::41 [proc] plan: currentID:153
00:03::41 [proc] plan: currentID:153
00:03::41 [proc] plan: currentID:153
00:03::41 [proc] plan: currentID:153
00:03::41 [recv] set Path:1
00:03::41 [recv] set Path:1
00:03::41 [recv] set Path:1
00:03::41 [recv] set Path:1
00:03::41 [recv] set Path:1
00:03::41 [recv] set Path:1
00:03::41 [recv] set Path:1
00:03::41 [recv] set Path:1
00:03::41 [recv] set Path:1
00:03::41 [recv] set Path:1
00:03::42 [send] set path enable
