14:06::13 [init] AGV: 4 Online
14:06::13 [init] Mac: 04
14:06::13 [init] Power param: FullLimit=0,HighLimit=0,LowLimit=0
14:06::14 [recv] set Path:1
14:06::14 [recv] set Path:1
14:06::14 [recv] set Path:1
14:06::14 [recv] set Path:1
14:06::17 [recv] set Path:1
14:06::17 [recv] set Path:1
14:06::17 [recv] set Path:1
14:06::17 [recv] set Path:1
14:06::17 [recv] set Path:1
14:06::19 [send] set path enable
14:06::23 [recv] set Path:1
14:06::23 [recv] set Path:1
14:06::23 [recv] set Path:1
14:06::23 [recv] set Path:1
14:06::23 [recv] set Path:1
14:06::23 [recv] set Path:1
14:06::24 [send] set path enable
14:06::26 [recv] set Path:1
14:06::26 [recv] set Path:1
14:06::26 [recv] set Path:1
14:06::26 [recv] set Path:1
14:06::26 [recv] set Path:1
14:06::26 [recv] set Path:1
14:06::26 [recv] set Path:1
14:06::27 [send] set path enable
14:06::30 [recv] set Path:1
14:06::30 [recv] set Path:1
14:06::30 [recv] set Path:1
14:06::30 [recv] set Path:1
14:06::30 [recv] set Path:1
14:06::30 [recv] set Path:1
14:06::30 [recv] set Path:1
14:06::30 [recv] set Path:1
14:06::32 [send] set path enable
14:06::36 [recv] set Path:1
14:06::36 [recv] set Path:1
14:06::36 [recv] set Path:1
14:06::36 [recv] set Path:1
14:06::36 [recv] set Path:1
14:06::36 [recv] set Path:1
14:06::36 [recv] set Path:1
14:06::36 [recv] set Path:1
14:06::36 [recv] set Path:1
14:06::37 [send] set path enable
14:06::40 [recv] set Path:1
14:06::40 [recv] set Path:1
14:06::40 [recv] set Path:1
14:06::40 [recv] set Path:1
14:06::40 [recv] set Path:1
14:06::40 [recv] set Path:1
14:06::40 [recv] set Path:1
14:06::40 [recv] set Path:1
14:06::40 [recv] set Path:1
14:06::40 [recv] set Path:1
14:06::40 [send] set path enable
14:06::41 [recv] set Path:1
14:06::41 [recv] set Path:1
14:06::41 [recv] set Path:1
14:06::41 [recv] set Path:1
14:06::41 [recv] set Path:1
14:06::41 [recv] set Path:1
14:06::41 [recv] set Path:1
14:06::41 [recv] set Path:1
14:06::41 [recv] set Path:1
14:06::41 [recv] set Path:1
14:06::47 [send] set path enable
14:06::48 [recv] set Path:1
14:06::48 [recv] set Path:1
14:06::48 [recv] set Path:1
14:06::48 [recv] set Path:1
14:06::48 [recv] set Path:1
14:06::48 [recv] set Path:1
14:06::48 [recv] set Path:1
14:06::48 [recv] set Path:1
14:06::48 [recv] set Path:1
14:06::48 [recv] set Path:1
14:06::48 [recv] set Path:1
14:06::50 [send] set path enable
14:06::51 [recv] set Path:1
14:06::51 [recv] set Path:1
14:06::51 [recv] set Path:1
14:06::51 [recv] set Path:1
14:06::51 [recv] set Path:1
14:06::51 [recv] set Path:1
14:06::51 [recv] set Path:1
14:06::51 [recv] set Path:1
14:06::51 [recv] set Path:1
14:06::51 [recv] set Path:1
14:06::51 [recv] set Path:1
14:06::53 [send] set path enable
14:06::58 [recv] set Path:1
14:06::58 [recv] set Path:1
14:06::58 [recv] set Path:1
14:06::58 [recv] set Path:1
14:06::58 [recv] set Path:1
14:06::58 [recv] set Path:1
14:06::58 [recv] set Path:1
14:06::58 [recv] set Path:1
14:06::58 [recv] set Path:1
14:06::58 [recv] set Path:1
14:06::58 [recv] set Path:1
14:06::59 [send] set path enable
14:07::00 [recv] set Path:1
14:07::00 [recv] set Path:1
14:07::00 [recv] set Path:1
14:07::00 [recv] set Path:1
14:07::00 [recv] set Path:1
