14:06::16 [init] AGV: 5 Online
14:06::16 [init] Mac: 05
14:06::16 [init] Power param: FullLimit=0,HighLimit=0,LowLimit=0
14:06::17 [recv] set Path:1
14:06::17 [recv] set Path:1
14:06::17 [recv] set Path:1
14:06::17 [recv] set Path:1
14:06::17 [recv] set Path:1
14:06::18 [recv] set Path:1
14:06::18 [recv] set Path:1
14:06::18 [recv] set Path:1
14:06::18 [recv] set Path:1
14:06::18 [recv] set Path:1
14:06::22 [send] set path enable
14:06::26 [recv] set Path:1
14:06::26 [recv] set Path:1
14:06::26 [recv] set Path:1
14:06::26 [recv] set Path:1
14:06::26 [recv] set Path:1
14:06::26 [recv] set Path:1
14:06::26 [recv] set Path:1
14:06::27 [send] set path enable
14:06::30 [recv] set Path:1
14:06::30 [recv] set Path:1
14:06::30 [recv] set Path:1
14:06::30 [recv] set Path:1
14:06::30 [recv] set Path:1
14:06::30 [recv] set Path:1
14:06::30 [recv] set Path:1
14:06::30 [recv] set Path:1
14:06::31 [send] set path enable
14:06::34 [recv] set Path:1
14:06::34 [recv] set Path:1
14:06::34 [recv] set Path:1
14:06::34 [recv] set Path:1
14:06::34 [recv] set Path:1
14:06::34 [recv] set Path:1
14:06::34 [recv] set Path:1
14:06::34 [recv] set Path:1
14:06::34 [recv] set Path:1
14:06::35 [send] set path enable
14:06::37 [recv] set Path:1
14:06::37 [recv] set Path:1
14:06::37 [recv] set Path:1
14:06::37 [recv] set Path:1
14:06::37 [recv] set Path:1
14:06::37 [recv] set Path:1
14:06::37 [recv] set Path:1
14:06::37 [recv] set Path:1
14:06::37 [recv] set Path:1
14:06::39 [send] set path enable
14:06::42 [recv] set Path:1
14:06::42 [recv] set Path:1
14:06::42 [recv] set Path:1
14:06::42 [recv] set Path:1
14:06::42 [recv] set Path:1
14:06::42 [recv] set Path:1
14:06::42 [recv] set Path:1
14:06::42 [recv] set Path:1
14:06::42 [recv] set Path:1
14:06::42 [recv] set Path:1
14:06::45 [send] set path enable
14:06::47 [recv] set Path:1
14:06::47 [recv] set Path:1
14:06::47 [recv] set Path:1
14:06::47 [recv] set Path:1
14:06::47 [recv] set Path:1
14:06::47 [recv] set Path:1
14:06::47 [recv] set Path:1
14:06::47 [recv] set Path:1
14:06::47 [recv] set Path:1
14:06::47 [recv] set Path:1
14:06::47 [recv] set Path:1
14:06::49 [send] set path enable
14:06::50 [recv] set Path:1
14:06::50 [recv] set Path:1
14:06::50 [recv] set Path:1
14:06::50 [recv] set Path:1
14:06::50 [recv] set Path:1
14:06::50 [recv] set Path:1
14:06::50 [recv] set Path:1
14:06::50 [recv] set Path:1
14:06::50 [recv] set Path:1
14:06::50 [recv] set Path:1
14:06::50 [recv] set Path:1
14:06::51 [send] set path enable
14:06::52 [recv] set Path:1
14:06::52 [recv] set Path:1
14:06::52 [recv] set Path:1
14:06::52 [recv] set Path:1
14:06::52 [recv] set Path:1
14:06::52 [recv] set Path:1
14:06::52 [recv] set Path:1
14:06::52 [recv] set Path:1
14:06::52 [recv] set Path:1
14:06::52 [recv] set Path:1
14:06::52 [recv] set Path:1
14:06::53 [send] set path enable
14:06::59 [recv] set Path:1
14:06::59 [recv] set Path:1
14:06::59 [recv] set Path:1
14:06::59 [recv] set Path:1
14:06::59 [recv] set Path:1
14:06::59 [recv] set Path:1
14:06::59 [recv] set Path:1
14:06::59 [recv] set Path:1
14:06::59 [recv] set Path:1
14:06::59 [recv] set Path:1
14:06::59 [recv] set Path:1
14:07::00 [send] set path enable
14:07::00 [recv] set Path:1
14:07::00 [recv] set Path:1
14:07::00 [recv] set Path:1
14:07::00 [recv] set Path:1
14:07::00 [recv] set Path:1
14:07::00 [recv] set Path:1
14:07::00 [recv] set Path:1
14:07::00 [recv] set Path:1
14:07::00 [recv] set Path:1
14:07::00 [recv] set Path:1
14:07::00 [recv] set Path:1
14:07::02 [send] set path enable
14:07::03 [recv] set Path:1
14:07::03 [recv] set Path:1
14:07::03 [recv] set Path:1
14:07::03 [recv] set Path:1
14:07::03 [recv] set Path:1
14:07::03 [recv] set Path:1
14:07::03 [recv] set Path:1
14:07::03 [recv] set Path:1
14:07::03 [recv] set Path:1
14:07::03 [recv] set Path:1
14:07::03 [recv] set Path:1
14:07::04 [send] set path enable
14:07::06 [recv] set Path:1
14:07::06 [recv] set Path:1
14:07::06 [recv] set Path:1
14:07::06 [recv] set Path:1
14:07::06 [recv] set Path:1
14:07::06 [recv] set Path:1
14:07::06 [recv] set Path:1
14:07::06 [recv] set Path:1
14:07::06 [recv] set Path:1
14:07::06 [recv] set Path:1
14:07::06 [recv] set Path:1
14:07::14 [send] set path enable
14:07::23 [recv] set Path:1
14:07::23 [recv] set Path:1
14:07::23 [recv] set Path:1
14:07::23 [recv] set Path:1
14:07::23 [recv] set Path:1
14:07::23 [recv] set Path:1
14:07::23 [recv] set Path:1
14:07::23 [recv] set Path:1
14:07::23 [recv] set Path:1
14:07::23 [recv] set Path:1
14:07::23 [recv] set Path:1
14:07::24 [send] set path enable
14:07::25 [recv] set Path:1
14:07::25 [recv] set Path:1
14:07::25 [recv] set Path:1
14:07::25 [recv] set Path:1
14:07::25 [recv] set Path:1
14:07::25 [recv] set Path:1
14:07::25 [recv] set Path:1
14:07::25 [recv] set Path:1
14:07::25 [recv] set Path:1
14:07::25 [recv] set Path:1
14:07::25 [recv] set Path:1
14:07::27 [send] set path enable
14:07::29 [recv] set Path:1
14:07::29 [recv] set Path:1
14:07::29 [recv] set Path:1
