19:21::57 [init] AGV: 6 Online
19:21::57 [init] Mac: 06
19:21::57 [init] Power param: FullLimit=0,HighLimit=0,LowLimit=0
19:21::58 [recv] set Path:1
19:21::58 [recv] set Path:1
19:21::58 [recv] set Path:1
19:21::58 [recv] set Path:1
19:21::58 [recv] set Path:1
19:21::58 [recv] set Path:1
19:22::01 [recv] set Path:1
19:22::01 [recv] set Path:1
19:22::01 [recv] set Path:1
19:22::01 [recv] set Path:1
19:22::01 [recv] set Path:1
19:22::01 [recv] set Path:1
19:22::01 [recv] set Path:1
19:22::03 [send] set path enable
19:22::09 [recv] set Path:1
19:22::09 [recv] set Path:1
19:22::09 [recv] set Path:1
19:22::09 [recv] set Path:1
19:22::09 [recv] set Path:1
19:22::09 [recv] set Path:1
19:22::09 [recv] set Path:1
19:22::09 [recv] set Path:1
19:22::09 [recv] set Path:1
19:22::10 [send] set path enable
19:22::15 [recv] set Path:1
19:22::15 [recv] set Path:1
19:22::15 [recv] set Path:1
19:22::15 [recv] set Path:1
19:22::15 [recv] set Path:1
19:22::15 [recv] set Path:1
19:22::15 [recv] set Path:1
19:22::15 [recv] set Path:1
19:22::15 [recv] set Path:1
19:22::15 [recv] set Path:1
19:22::17 [send] set path enable
19:22::22 [recv] set Path:1
19:22::22 [recv] set Path:1
19:22::22 [recv] set Path:1
19:22::22 [recv] set Path:1
19:22::22 [recv] set Path:1
19:22::22 [recv] set Path:1
19:22::22 [recv] set Path:1
19:22::22 [recv] set Path:1
19:22::22 [recv] set Path:1
19:22::22 [recv] set Path:1
19:22::23 [send] set path enable
19:22::27 [recv] set Path:1
19:22::27 [recv] set Path:1
19:22::27 [recv] set Path:1
19:22::27 [recv] set Path:1
19:22::27 [recv] set Path:1
19:22::27 [recv] set Path:1
19:22::27 [recv] set Path:1
19:22::27 [recv] set Path:1
19:22::27 [recv] set Path:1
19:22::27 [recv] set Path:1
19:22::28 [send] set path enable
19:22::29 [recv] set Path:1
19:22::29 [recv] set Path:1
19:22::29 [recv] set Path:1
19:22::29 [recv] set Path:1
19:22::29 [recv] set Path:1
19:22::29 [recv] set Path:1
19:22::29 [recv] set Path:1
19:22::29 [recv] set Path:1
19:22::29 [recv] set Path:1
19:22::29 [recv] set Path:1
19:22::30 [send] set path enable
19:22::33 [recv] set Path:1
19:22::33 [recv] set Path:1
19:22::33 [recv] set Path:1
19:22::33 [recv] set Path:1
19:22::33 [recv] set Path:1
19:22::33 [recv] set Path:1
19:22::33 [recv] set Path:1
19:22::33 [recv] set Path:1
19:22::33 [recv] set Path:1
19:22::33 [recv] set Path:1
19:22::33 [send] set path enable
19:22::38 [recv] set Path:1
19:22::38 [recv] set Path:1
19:22::38 [recv] set Path:1
19:22::38 [recv] set Path:1
19:22::38 [recv] set Path:1
19:22::38 [recv] set Path:1
19:22::38 [recv] set Path:1
19:22::38 [recv] set Path:1
19:22::38 [recv] set Path:1
19:22::38 [recv] set Path:1
19:22::41 [send] set path enable
19:22::43 [recv] set Path:1
19:22::43 [recv] set Path:1
19:22::43 [recv] set Path:1
19:22::43 [recv] set Path:1
19:22::43 [recv] set Path:1
19:22::43 [recv] set Path:1
19:22::43 [recv] set Path:1
19:22::43 [recv] set Path:1
19:22::43 [recv] set Path:1
19:22::43 [recv] set Path:1
19:22::44 [send] set path enable
19:22::49 [recv] set Path:1
19:22::49 [recv] set Path:1
19:22::49 [recv] set Path:1
19:22::49 [recv] set Path:1
19:22::49 [recv] set Path:1
19:22::49 [recv] set Path:1
19:22::49 [recv] set Path:1
19:22::49 [recv] set Path:1
19:22::49 [recv] set Path:1
19:22::49 [recv] set Path:1
19:22::50 [send] set path enable
19:22::51 [recv] set Path:1
19:22::51 [recv] set Path:1
19:22::51 [recv] set Path:1
19:22::51 [recv] set Path:1
19:22::51 [recv] set Path:1
19:22::51 [recv] set Path:1
19:22::51 [recv] set Path:1
19:22::51 [recv] set Path:1
19:22::51 [recv] set Path:1
19:22::51 [recv] set Path:1
19:22::52 [send] set path enable
19:22::53 [recv] set Path:1
19:22::53 [recv] set Path:1
19:22::53 [recv] set Path:1
19:22::53 [recv] set Path:1
19:22::53 [recv] set Path:1
19:22::53 [recv] set Path:1
19:22::53 [recv] set Path:1
19:22::53 [recv] set Path:1
19:22::53 [recv] set Path:1
19:22::53 [recv] set Path:1
19:23::01 [send] set path enable
19:23::02 [recv] set Path:1
19:23::02 [recv] set Path:1
19:23::02 [recv] set Path:1
19:23::02 [recv] set Path:1
19:23::02 [recv] set Path:1
19:23::02 [recv] set Path:1
19:23::02 [recv] set Path:1
19:23::02 [recv] set Path:1
19:23::02 [recv] set Path:1
19:23::02 [recv] set Path:1
19:23::02 [send] set path enable
19:23::04 [recv] set Path:1
19:23::04 [recv] set Path:1
19:23::04 [recv] set Path:1
19:23::04 [recv] set Path:1
19:23::04 [recv] set Path:1
19:23::04 [recv] set Path:1
19:23::04 [recv] set Path:1
19:23::04 [recv] set Path:1
19:23::04 [recv] set Path:1
19:23::04 [recv] set Path:1
19:23::05 [send] set path enable
19:23::15 [recv] set Path:1
19:23::15 [recv] set Path:1
19:23::15 [recv] set Path:1
19:23::15 [recv] set Path:1
19:23::15 [recv] set Path:1
19:23::15 [recv] set Path:1
19:23::15 [recv] set Path:1
19:23::15 [recv] set Path:1
19:23::15 [recv] set Path:1
19:23::15 [recv] set Path:1
19:23::16 [send] set path enable
19:23::26 [recv] set Path:1
19:23::26 [recv] set Path:1
19:23::26 [recv] set Path:1
19:23::26 [recv] set Path:1
19:23::26 [recv] set Path:1
19:23::26 [recv] set Path:1
19:23::26 [recv] set Path:1
19:23::26 [recv] set Path:1
19:23::26 [recv] set Path:1
19:23::26 [recv] set Path:1
19:23::28 [send] set path enable
19:23::30 [recv] set Path:1
19:23::30 [recv] set Path:1
19:23::30 [recv] set Path:1
19:23::30 [recv] set Path:1
19:23::30 [recv] set Path:1
19:23::30 [recv] set Path:1
19:23::30 [recv] set Path:1
19:23::30 [recv] set Path:1
19:23::30 [recv] set Path:1
19:23::30 [recv] set Path:1
19:23::31 [send] set path enable
19:23::32 [recv] set Path:1
19:23::32 [recv] set Path:1
19:23::32 [recv] set Path:1
19:23::32 [recv] set Path:1
19:23::32 [recv] set Path:1
19:23::32 [recv] set Path:1
19:23::32 [recv] set Path:1
19:23::32 [recv] set Path:1
19:23::32 [recv] set Path:1
19:23::32 [recv] set Path:1
19:23::34 [send] set path enable
19:23::35 [recv] set Path:1
19:23::35 [recv] set Path:1
19:23::35 [recv] set Path:1
19:23::35 [recv] set Path:1
19:23::35 [recv] set Path:1
19:23::35 [recv] set Path:1
19:23::35 [recv] set Path:1
19:23::35 [recv] set Path:1
19:23::35 [recv] set Path:1
19:23::35 [recv] set Path:1
19:23::35 [send] set path enable
19:23::38 [recv] set Path:1
19:23::38 [recv] set Path:1
19:23::38 [recv] set Path:1
19:23::38 [recv] set Path:1
19:23::38 [recv] set Path:1
19:23::38 [recv] set Path:1
19:23::38 [recv] set Path:1
19:23::38 [recv] set Path:1
19:23::38 [recv] set Path:1
19:23::38 [recv] set Path:1
19:23::39 [send] set path enable
19:23::41 [recv] set Path:1
19:23::41 [recv] set Path:1
19:23::41 [recv] set Path:1
19:23::41 [recv] set Path:1
19:23::41 [recv] set Path:1
19:23::41 [recv] set Path:1
19:23::41 [recv] set Path:1
19:23::41 [recv] set Path:1
19:23::41 [recv] set Path:1
19:23::41 [recv] set Path:1
19:23::42 [send] set path enable
19:23::43 [recv] set Path:1
19:23::43 [recv] set Path:1
19:23::43 [recv] set Path:1
19:23::43 [recv] set Path:1
19:23::43 [recv] set Path:1
19:23::43 [recv] set Path:1
19:23::43 [recv] set Path:1
19:23::43 [recv] set Path:1
19:23::43 [recv] set Path:1
19:23::43 [recv] set Path:1
19:23::44 [send] set path enable
