19:22::08 [init] AGV: 9 Online
19:22::08 [init] Mac: 09
19:22::08 [init] Power param: FullLimit=0,HighLimit=0,LowLimit=0
19:22::09 [recv] set Path:1
19:22::09 [recv] set Path:1
19:22::09 [recv] set Path:1
19:22::09 [recv] set Path:1
19:22::09 [recv] set Path:1
19:22::09 [recv] set Path:1
19:22::09 [recv] set Path:1
19:22::09 [recv] set Path:1
19:22::09 [recv] set Path:1
19:22::15 [recv] set Path:1
19:22::15 [recv] set Path:1
19:22::15 [recv] set Path:1
19:22::15 [recv] set Path:1
19:22::15 [recv] set Path:1
19:22::15 [recv] set Path:1
19:22::15 [recv] set Path:1
19:22::15 [recv] set Path:1
19:22::15 [recv] set Path:1
19:22::15 [recv] set Path:1
19:22::16 [send] set path enable
19:22::19 [recv] set Path:1
19:22::19 [recv] set Path:1
19:22::19 [recv] set Path:1
19:22::19 [recv] set Path:1
19:22::19 [recv] set Path:1
19:22::19 [recv] set Path:1
19:22::19 [recv] set Path:1
19:22::19 [recv] set Path:1
19:22::19 [recv] set Path:1
19:22::19 [recv] set Path:1
19:22::20 [send] set path enable
19:22::23 [recv] set Path:1
19:22::23 [recv] set Path:1
19:22::23 [recv] set Path:1
19:22::23 [recv] set Path:1
19:22::23 [recv] set Path:1
19:22::23 [recv] set Path:1
19:22::23 [recv] set Path:1
19:22::23 [recv] set Path:1
19:22::23 [recv] set Path:1
19:22::23 [recv] set Path:1
19:22::24 [send] set path enable
19:22::28 [recv] set Path:1
19:22::28 [recv] set Path:1
19:22::28 [recv] set Path:1
19:22::28 [recv] set Path:1
19:22::28 [recv] set Path:1
19:22::28 [recv] set Path:1
19:22::28 [recv] set Path:1
19:22::28 [recv] set Path:1
19:22::28 [recv] set Path:1
19:22::28 [recv] set Path:1
19:22::28 [send] set path enable
19:22::31 [recv] set Path:1
19:22::31 [recv] set Path:1
19:22::31 [recv] set Path:1
19:22::31 [recv] set Path:1
19:22::31 [recv] set Path:1
19:22::31 [recv] set Path:1
19:22::31 [recv] set Path:1
19:22::31 [recv] set Path:1
19:22::31 [recv] set Path:1
19:22::31 [recv] set Path:1
19:22::32 [send] set path enable
19:22::35 [recv] set Path:1
19:22::35 [recv] set Path:1
19:22::35 [recv] set Path:1
19:22::35 [recv] set Path:1
19:22::35 [recv] set Path:1
19:22::35 [recv] set Path:1
19:22::35 [recv] set Path:1
19:22::35 [recv] set Path:1
19:22::35 [recv] set Path:1
19:22::35 [recv] set Path:1
19:22::38 [send] set path enable
19:22::40 [recv] set Path:1
19:22::40 [recv] set Path:1
19:22::40 [recv] set Path:1
19:22::40 [recv] set Path:1
19:22::40 [recv] set Path:1
19:22::40 [recv] set Path:1
19:22::40 [recv] set Path:1
19:22::40 [recv] set Path:1
19:22::40 [recv] set Path:1
19:22::40 [recv] set Path:1
19:22::41 [send] set path enable
19:22::44 [recv] set Path:1
19:22::44 [recv] set Path:1
19:22::44 [recv] set Path:1
19:22::44 [recv] set Path:1
19:22::44 [recv] set Path:1
19:22::44 [recv] set Path:1
19:22::44 [recv] set Path:1
19:22::44 [recv] set Path:1
19:22::44 [recv] set Path:1
19:22::44 [recv] set Path:1
19:22::47 [send] set path enable
19:22::48 [recv] set Path:1
19:22::48 [recv] set Path:1
19:22::48 [recv] set Path:1
19:22::48 [recv] set Path:1
19:22::48 [recv] set Path:1
19:22::48 [recv] set Path:1
19:22::48 [recv] set Path:1
19:22::48 [recv] set Path:1
19:22::48 [recv] set Path:1
19:22::48 [recv] set Path:1
19:23::04 [send] set path enable
19:23::06 [recv] set Path:1
19:23::06 [recv] set Path:1
19:23::06 [recv] set Path:1
19:23::06 [recv] set Path:1
19:23::06 [recv] set Path:1
19:23::06 [recv] set Path:1
19:23::06 [recv] set Path:1
19:23::06 [recv] set Path:1
19:23::06 [recv] set Path:1
19:23::06 [recv] set Path:1
19:23::25 [send] set path enable
19:23::25 [recv] set Path:1
19:23::25 [recv] set Path:1
19:23::25 [recv] set Path:1
19:23::25 [recv] set Path:1
19:23::25 [recv] set Path:1
19:23::25 [recv] set Path:1
19:23::25 [recv] set Path:1
19:23::25 [recv] set Path:1
19:23::25 [recv] set Path:1
19:23::25 [recv] set Path:1
19:23::26 [send] set path enable
19:23::29 [recv] set Path:1
19:23::29 [recv] set Path:1
19:23::29 [recv] set Path:1
19:23::29 [recv] set Path:1
19:23::29 [recv] set Path:1
19:23::29 [recv] set Path:1
19:23::29 [recv] set Path:1
19:23::29 [recv] set Path:1
19:23::29 [recv] set Path:1
19:23::29 [recv] set Path:1
19:23::33 [send] set path enable
19:23::36 [recv] set Path:1
19:23::36 [recv] set Path:1
19:23::36 [recv] set Path:1
19:23::36 [recv] set Path:1
19:23::36 [recv] set Path:1
19:23::36 [recv] set Path:1
