23:58::18 [init] AGV: 2 Online
23:58::18 [init] Mac: 02
23:58::18 [init] Power param: FullLimit=0,HighLimit=0,LowLimit=0
00:02::40 [recv] set Path:1
00:02::40 [recv] set Path:1
00:02::40 [recv] set Path:1
00:02::40 [recv] set Path:1
00:02::40 [recv] set Path:1
00:02::40 [recv] set Path:1
00:02::40 [recv] set Path:1
00:02::40 [recv] set Path:1
00:02::40 [recv] set Path:1
00:02::40 [recv] set Path:1
00:02::42 [send] set path enable
00:02::46 [proc] plan: currentID:3
00:02::46 [proc] plan: currentID:3
00:02::46 [proc] plan: currentID:3
00:02::46 [proc] plan: currentID:3
00:02::47 [recv] set Path:1
00:02::47 [recv] set Path:1
00:02::47 [recv] set Path:1
00:02::47 [recv] set Path:1
00:02::47 [recv] set Path:1
00:02::47 [recv] set Path:1
00:02::47 [recv] set Path:1
00:02::47 [recv] set Path:1
00:02::47 [recv] set Path:1
00:02::47 [recv] set Path:1
00:02::50 [send] set path enable
00:02::54 [proc] plan: currentID:54
00:02::55 [recv] set Path:1
00:02::55 [recv] set Path:1
00:02::55 [recv] set Path:1
00:02::55 [recv] set Path:1
00:02::55 [recv] set Path:1
00:02::55 [recv] set Path:1
00:02::55 [recv] set Path:1
00:02::55 [recv] set Path:1
00:02::55 [recv] set Path:1
00:02::55 [recv] set Path:1
00:02::55 [proc] plan: currentID:58
00:02::56 [send] set path enable
00:02::58 [proc] plan: currentID:57
00:02::59 [recv] set Path:1
00:02::59 [recv] set Path:1
00:02::59 [recv] set Path:1
00:02::59 [recv] set Path:1
00:02::59 [recv] set Path:1
00:02::59 [recv] set Path:1
00:02::59 [recv] set Path:1
00:02::59 [recv] set Path:1
00:02::59 [recv] set Path:1
00:02::59 [recv] set Path:1
00:02::59 [proc] plan: currentID:56
00:03::00 [send] set path enable
00:03::01 [proc] plan: currentID:55
00:03::02 [recv] set Path:1
00:03::02 [recv] set Path:1
00:03::02 [recv] set Path:1
00:03::02 [recv] set Path:1
00:03::02 [recv] set Path:1
00:03::02 [recv] set Path:1
00:03::02 [recv] set Path:1
00:03::02 [recv] set Path:1
00:03::02 [recv] set Path:1
00:03::02 [recv] set Path:1
00:03::02 [proc] plan: currentID:59
00:03::03 [send] set path enable
00:03::05 [proc] plan: currentID:62
00:03::05 [recv] set Path:1
00:03::05 [recv] set Path:1
00:03::05 [recv] set Path:1
00:03::05 [recv] set Path:1
00:03::05 [recv] set Path:1
00:03::05 [recv] set Path:1
00:03::05 [recv] set Path:1
00:03::05 [recv] set Path:1
00:03::05 [recv] set Path:1
00:03::05 [recv] set Path:1
00:03::06 [send] set path enable
00:03::08 [proc] plan: currentID:66
00:03::09 [proc] plan: currentID:71
00:03::09 [recv] set Path:1
00:03::09 [recv] set Path:1
00:03::09 [recv] set Path:1
00:03::09 [recv] set Path:1
00:03::09 [recv] set Path:1
00:03::09 [recv] set Path:1
00:03::09 [recv] set Path:1
00:03::09 [recv] set Path:1
00:03::09 [recv] set Path:1
00:03::09 [recv] set Path:1
00:03::10 [send] set path enable
00:03::11 [proc] plan: currentID:77
00:03::14 [proc] plan: currentID:76
00:03::20 [proc] plan: currentID:22
00:03::22 [recv] set Path:1
00:03::22 [recv] set Path:1
00:03::22 [recv] set Path:1
00:03::22 [recv] set Path:1
00:03::22 [recv] set Path:1
00:03::22 [recv] set Path:1
00:03::22 [recv] set Path:1
00:03::22 [recv] set Path:1
00:03::22 [recv] set Path:1
00:03::22 [recv] set Path:1
00:03::23 [send] set path enable
00:03::27 [proc] plan: currentID:76
00:03::28 [proc] plan: currentID:78
00:03::28 [recv] set Path:1
00:03::28 [recv] set Path:1
00:03::28 [recv] set Path:1
00:03::28 [recv] set Path:1
00:03::28 [recv] set Path:1
00:03::28 [recv] set Path:1
00:03::28 [recv] set Path:1
00:03::28 [recv] set Path:1
00:03::28 [recv] set Path:1
00:03::28 [recv] set Path:1
00:03::29 [send] set path enable
00:03::32 [proc] plan: currentID:76
00:03::32 [recv] set Path:1
00:03::32 [recv] set Path:1
00:03::32 [recv] set Path:1
00:03::32 [recv] set Path:1
00:03::32 [recv] set Path:1
00:03::32 [recv] set Path:1
00:03::32 [recv] set Path:1
00:03::32 [recv] set Path:1
00:03::32 [recv] set Path:1
00:03::32 [recv] set Path:1
00:03::33 [send] set path enable
00:03::33 [proc] plan: currentID:77
00:03::35 [proc] plan: currentID:80
00:03::36 [recv] set Path:1
00:03::36 [recv] set Path:1
00:03::36 [recv] set Path:1
00:03::36 [recv] set Path:1
00:03::36 [recv] set Path:1
00:03::36 [recv] set Path:1
00:03::36 [recv] set Path:1
00:03::36 [recv] set Path:1
00:03::36 [recv] set Path:1
00:03::36 [recv] set Path:1
00:03::37 [proc] plan: currentID:81
00:03::38 [send] set path enable
00:03::41 [proc] plan: currentID:83
00:03::45 [proc] plan: currentID:7
00:03::45 [recv] set Path:1
00:03::45 [recv] set Path:1
00:03::45 [recv] set Path:1
00:03::45 [recv] set Path:1
00:03::45 [recv] set Path:1
00:03::45 [recv] set Path:1
00:03::45 [recv] set Path:1
00:03::45 [recv] set Path:1
00:03::45 [recv] set Path:1
00:03::45 [recv] set Path:1
00:03::46 [send] set path enable
00:03::51 [proc] plan: currentID:83
00:03::51 [recv] set Path:1
00:03::51 [recv] set Path:1
00:03::51 [recv] set Path:1
00:03::51 [recv] set Path:1
00:03::51 [recv] set Path:1
00:03::51 [recv] set Path:1
00:03::51 [recv] set Path:1
00:03::51 [recv] set Path:1
00:03::51 [recv] set Path:1
00:03::51 [recv] set Path:1
00:03::52 [send] set path enable
00:03::53 [proc] plan: currentID:81
00:03::54 [proc] plan: currentID:80
00:03::54 [recv] set Path:1
00:03::54 [recv] set Path:1
00:03::54 [recv] set Path:1
00:03::54 [recv] set Path:1
00:03::54 [recv] set Path:1
00:03::54 [recv] set Path:1
00:03::54 [recv] set Path:1
00:03::54 [recv] set Path:1
00:03::54 [recv] set Path:1
00:03::54 [recv] set Path:1
00:03::56 [send] set path enable
00:03::56 [proc] plan: currentID:84
00:03::57 [proc] plan: currentID:88
00:03::58 [recv] set Path:1
00:03::58 [recv] set Path:1
00:03::58 [recv] set Path:1
00:03::58 [recv] set Path:1
00:03::58 [recv] set Path:1
00:03::58 [recv] set Path:1
00:03::58 [recv] set Path:1
00:03::58 [recv] set Path:1
00:03::58 [recv] set Path:1
00:03::58 [recv] set Path:1
00:03::59 [proc] plan: currentID:93
00:03::59 [send] set path enable
00:04::02 [proc] plan: currentID:98
00:04::03 [recv] set Path:1
00:04::03 [recv] set Path:1
00:04::03 [recv] set Path:1
00:04::03 [recv] set Path:1
00:04::03 [recv] set Path:1
00:04::03 [recv] set Path:1
00:04::03 [recv] set Path:1
00:04::03 [recv] set Path:1
00:04::03 [recv] set Path:1
00:04::03 [recv] set Path:1
00:04::03 [proc] plan: currentID:103
00:04::04 [send] set path enable
00:04::05 [proc] plan: currentID:102
00:04::09 [proc] plan: currentID:24
00:04::10 [recv] set Path:1
00:04::10 [recv] set Path:1
00:04::10 [recv] set Path:1
00:04::10 [recv] set Path:1
00:04::10 [recv] set Path:1
00:04::10 [recv] set Path:1
00:04::10 [recv] set Path:1
00:04::10 [recv] set Path:1
00:04::10 [recv] set Path:1
00:04::10 [recv] set Path:1
00:04::11 [send] set path enable
00:04::17 [proc] plan: currentID:102
00:04::19 [proc] plan: currentID:104
00:04::20 [recv] set Path:1
00:04::20 [recv] set Path:1
00:04::20 [recv] set Path:1
00:04::20 [recv] set Path:1
00:04::20 [recv] set Path:1
00:04::20 [recv] set Path:1
00:04::20 [recv] set Path:1
00:04::20 [recv] set Path:1
00:04::20 [recv] set Path:1
00:04::20 [recv] set Path:1
00:04::20 [send] set path enable
00:04::21 [proc] plan: currentID:105
00:04::22 [recv] set Path:1
00:04::22 [recv] set Path:1
00:04::22 [recv] set Path:1
00:04::22 [recv] set Path:1
00:04::22 [recv] set Path:1
00:04::22 [recv] set Path:1
00:04::22 [recv] set Path:1
00:04::22 [recv] set Path:1
00:04::22 [recv] set Path:1
00:04::22 [recv] set Path:1
00:04::23 [send] set path enable
00:04::25 [proc] plan: currentID:100
00:04::25 [proc] plan: currentID:96
00:04::26 [recv] set Path:1
00:04::26 [recv] set Path:1
00:04::26 [recv] set Path:1
00:04::26 [recv] set Path:1
00:04::26 [recv] set Path:1
00:04::26 [recv] set Path:1
00:04::26 [recv] set Path:1
00:04::26 [recv] set Path:1
00:04::26 [recv] set Path:1
00:04::26 [recv] set Path:1
00:04::27 [send] set path enable
00:04::27 [proc] plan: currentID:91
00:04::27 [proc] plan: currentID:91
00:04::28 [recv] set Path:1
00:04::28 [recv] set Path:1
00:04::28 [recv] set Path:1
00:04::28 [recv] set Path:1
00:04::28 [recv] set Path:1
00:04::28 [recv] set Path:1
00:04::28 [recv] set Path:1
00:04::28 [recv] set Path:1
00:04::28 [recv] set Path:1
00:04::28 [recv] set Path:1
00:04::29 [send] set path enable
