19:41::43 [init] AGV: 9 Online
19:41::43 [init] Mac: 09
19:41::43 [init] Power param: FullLimit=0,HighLimit=0,LowLimit=0
19:41::44 [recv] set Path:1
19:41::44 [recv] set Path:1
19:41::44 [recv] set Path:1
19:41::44 [recv] set Path:1
19:41::44 [recv] set Path:1
19:41::44 [recv] set Path:1
19:41::44 [recv] set Path:1
19:41::44 [recv] set Path:1
19:41::48 [recv] set Path:1
19:41::48 [recv] set Path:1
19:41::48 [recv] set Path:1
19:41::48 [recv] set Path:1
19:41::48 [recv] set Path:1
19:41::48 [recv] set Path:1
19:41::48 [recv] set Path:1
19:41::48 [recv] set Path:1
19:41::48 [recv] set Path:1
19:41::48 [send] set path enable
19:41::50 [recv] set Path:1
19:41::50 [recv] set Path:1
19:41::50 [recv] set Path:1
19:41::50 [recv] set Path:1
19:41::50 [recv] set Path:1
19:41::50 [recv] set Path:1
19:41::50 [recv] set Path:1
19:41::50 [recv] set Path:1
19:41::50 [recv] set Path:1
19:41::51 [send] set path enable
19:41::52 [recv] set Path:1
19:41::52 [recv] set Path:1
19:41::52 [recv] set Path:1
19:41::52 [recv] set Path:1
19:41::52 [recv] set Path:1
19:41::52 [recv] set Path:1
19:41::52 [recv] set Path:1
19:41::52 [recv] set Path:1
19:41::52 [recv] set Path:1
19:41::53 [send] set path enable
19:41::54 [recv] set Path:1
19:41::54 [recv] set Path:1
19:41::54 [recv] set Path:1
19:41::54 [recv] set Path:1
19:41::54 [recv] set Path:1
19:41::54 [recv] set Path:1
19:41::54 [recv] set Path:1
19:41::54 [recv] set Path:1
19:41::54 [recv] set Path:1
19:41::55 [send] set path enable
19:41::56 [recv] set Path:1
19:41::56 [recv] set Path:1
19:41::56 [recv] set Path:1
19:41::56 [recv] set Path:1
19:41::56 [recv] set Path:1
19:41::56 [recv] set Path:1
19:41::56 [recv] set Path:1
19:41::56 [recv] set Path:1
19:41::56 [recv] set Path:1
19:41::57 [send] set path enable
19:42::02 [recv] set Path:1
19:42::02 [recv] set Path:1
19:42::02 [recv] set Path:1
19:42::02 [recv] set Path:1
19:42::02 [recv] set Path:1
19:42::02 [recv] set Path:1
19:42::02 [recv] set Path:1
19:42::02 [recv] set Path:1
19:42::02 [recv] set Path:1
19:42::04 [send] set path enable
19:42::05 [recv] set Path:1
19:42::05 [recv] set Path:1
19:42::05 [recv] set Path:1
19:42::05 [recv] set Path:1
19:42::05 [recv] set Path:1
19:42::05 [recv] set Path:1
19:42::05 [recv] set Path:1
19:42::05 [recv] set Path:1
19:42::05 [recv] set Path:1
19:42::06 [send] set path enable
19:42::08 [recv] set Path:1
19:42::08 [recv] set Path:1
19:42::08 [recv] set Path:1
19:42::08 [recv] set Path:1
19:42::08 [recv] set Path:1
19:42::08 [recv] set Path:1
19:42::08 [recv] set Path:1
19:42::08 [recv] set Path:1
19:42::08 [recv] set Path:1
19:42::09 [send] set path enable
19:42::11 [recv] set Path:1
19:42::11 [recv] set Path:1
19:42::11 [recv] set Path:1
19:42::11 [recv] set Path:1
19:42::11 [recv] set Path:1
19:42::11 [recv] set Path:1
19:42::11 [recv] set Path:1
19:42::11 [recv] set Path:1
19:42::11 [recv] set Path:1
19:42::12 [send] set path enable
19:42::17 [recv] set Path:1
19:42::17 [recv] set Path:1
19:42::17 [recv] set Path:1
19:42::17 [recv] set Path:1
19:42::17 [recv] set Path:1
19:42::17 [recv] set Path:1
19:42::17 [recv] set Path:1
19:42::17 [recv] set Path:1
19:42::17 [recv] set Path:1
19:42::18 [send] set path enable
19:42::21 [recv] set Path:1
19:42::21 [recv] set Path:1
19:42::21 [recv] set Path:1
19:42::21 [recv] set Path:1
19:42::21 [recv] set Path:1
19:42::21 [recv] set Path:1
19:42::21 [recv] set Path:1
19:42::21 [recv] set Path:1
19:42::21 [recv] set Path:1
19:42::22 [send] set path enable
19:42::24 [recv] set Path:1
19:42::24 [recv] set Path:1
19:42::24 [recv] set Path:1
19:42::24 [recv] set Path:1
19:42::24 [recv] set Path:1
19:42::24 [recv] set Path:1
19:42::24 [recv] set Path:1
19:42::24 [recv] set Path:1
19:42::24 [recv] set Path:1
19:42::25 [send] set path enable
19:42::26 [recv] set Path:1
19:42::26 [recv] set Path:1
19:42::26 [recv] set Path:1
19:42::26 [recv] set Path:1
