19:22::11 [init] AGV: 10 Online
19:22::11 [init] Mac: 10
19:22::11 [init] Power param: FullLimit=0,HighLimit=0,LowLimit=0
19:22::12 [recv] set Path:1
19:22::12 [recv] set Path:1
19:22::12 [recv] set Path:1
19:22::12 [recv] set Path:1
19:22::12 [recv] set Path:1
19:22::12 [recv] set Path:1
19:22::12 [recv] set Path:1
19:22::12 [recv] set Path:1
19:22::12 [recv] set Path:1
19:22::12 [recv] set Path:1
19:22::15 [recv] set Path:1
19:22::15 [recv] set Path:1
19:22::15 [recv] set Path:1
19:22::15 [recv] set Path:1
19:22::15 [recv] set Path:1
19:22::15 [recv] set Path:1
19:22::15 [recv] set Path:1
19:22::15 [recv] set Path:1
19:22::15 [recv] set Path:1
19:22::15 [recv] set Path:1
19:22::16 [send] set path enable
19:22::18 [recv] set Path:1
19:22::18 [recv] set Path:1
19:22::18 [recv] set Path:1
19:22::18 [recv] set Path:1
19:22::18 [recv] set Path:1
19:22::18 [recv] set Path:1
19:22::18 [recv] set Path:1
19:22::18 [recv] set Path:1
19:22::18 [recv] set Path:1
19:22::18 [recv] set Path:1
19:22::19 [send] set path enable
19:22::20 [recv] set Path:1
19:22::20 [recv] set Path:1
19:22::20 [recv] set Path:1
19:22::20 [recv] set Path:1
19:22::20 [recv] set Path:1
19:22::20 [recv] set Path:1
19:22::20 [recv] set Path:1
19:22::20 [recv] set Path:1
19:22::20 [recv] set Path:1
19:22::20 [recv] set Path:1
19:22::22 [send] set path enable
19:22::23 [send] set path enable
19:22::28 [recv] set Path:1
19:22::28 [recv] set Path:1
19:22::28 [recv] set Path:1
19:22::28 [recv] set Path:1
19:22::28 [recv] set Path:1
19:22::28 [recv] set Path:1
19:22::28 [recv] set Path:1
19:22::28 [recv] set Path:1
19:22::28 [recv] set Path:1
19:22::28 [recv] set Path:1
19:22::32 [send] set path enable
19:22::34 [recv] set Path:1
19:22::34 [recv] set Path:1
19:22::34 [recv] set Path:1
19:22::34 [recv] set Path:1
19:22::34 [recv] set Path:1
19:22::34 [recv] set Path:1
19:22::34 [recv] set Path:1
19:22::34 [recv] set Path:1
19:22::34 [recv] set Path:1
19:22::34 [recv] set Path:1
19:22::34 [send] set path enable
19:22::36 [recv] set Path:1
19:22::36 [recv] set Path:1
19:22::36 [recv] set Path:1
19:22::36 [recv] set Path:1
19:22::36 [recv] set Path:1
19:22::36 [recv] set Path:1
19:22::36 [recv] set Path:1
19:22::37 [recv] set Path:1
19:22::37 [recv] set Path:1
19:22::37 [recv] set Path:1
19:22::37 [send] set path enable
19:22::39 [recv] set Path:1
19:22::39 [recv] set Path:1
19:22::39 [recv] set Path:1
19:22::39 [recv] set Path:1
19:22::39 [recv] set Path:1
19:22::39 [recv] set Path:1
19:22::39 [recv] set Path:1
19:22::39 [recv] set Path:1
19:22::39 [recv] set Path:1
19:22::39 [recv] set Path:1
19:22::39 [send] set path enable
19:22::39 [recv] set Path:1
19:22::39 [recv] set Path:1
19:22::39 [recv] set Path:1
19:22::39 [recv] set Path:1
19:22::39 [recv] set Path:1
19:22::39 [recv] set Path:1
19:22::39 [recv] set Path:1
19:22::39 [recv] set Path:1
19:22::39 [recv] set Path:1
19:22::39 [recv] set Path:1
19:22::40 [send] set path enable
19:22::42 [recv] set Path:1
19:22::42 [recv] set Path:1
19:22::42 [recv] set Path:1
19:22::42 [recv] set Path:1
19:22::42 [recv] set Path:1
19:22::42 [recv] set Path:1
19:22::42 [recv] set Path:1
19:22::42 [recv] set Path:1
19:22::42 [recv] set Path:1
19:22::42 [recv] set Path:1
19:22::43 [send] set path enable
19:22::44 [recv] set Path:1
19:22::44 [recv] set Path:1
19:22::44 [recv] set Path:1
19:22::44 [recv] set Path:1
19:22::44 [recv] set Path:1
19:22::44 [recv] set Path:1
19:22::44 [recv] set Path:1
19:22::44 [recv] set Path:1
19:22::44 [recv] set Path:1
19:22::44 [recv] set Path:1
19:22::45 [send] set path enable
19:22::47 [recv] set Path:1
19:22::47 [recv] set Path:1
19:22::47 [recv] set Path:1
19:22::47 [recv] set Path:1
19:22::47 [recv] set Path:1
19:22::47 [recv] set Path:1
19:22::47 [recv] set Path:1
19:22::47 [recv] set Path:1
19:22::47 [recv] set Path:1
19:22::47 [recv] set Path:1
19:22::50 [send] set path enable
19:22::51 [recv] set Path:1
19:22::51 [recv] set Path:1
19:22::51 [recv] set Path:1
19:22::51 [recv] set Path:1
19:22::51 [recv] set Path:1
19:22::51 [recv] set Path:1
19:22::51 [recv] set Path:1
19:22::51 [recv] set Path:1
19:22::51 [recv] set Path:1
19:22::51 [recv] set Path:1
19:22::52 [send] set path enable
19:22::53 [recv] set Path:1
19:22::53 [recv] set Path:1
19:22::53 [recv] set Path:1
19:22::53 [recv] set Path:1
19:22::53 [recv] set Path:1
19:22::53 [recv] set Path:1
19:22::53 [recv] set Path:1
19:22::53 [recv] set Path:1
19:22::53 [recv] set Path:1
19:22::53 [recv] set Path:1
19:23::04 [send] set path enable
19:23::06 [recv] set Path:1
19:23::06 [recv] set Path:1
19:23::06 [recv] set Path:1
19:23::06 [recv] set Path:1
19:23::06 [recv] set Path:1
19:23::06 [recv] set Path:1
19:23::06 [recv] set Path:1
19:23::06 [recv] set Path:1
19:23::06 [recv] set Path:1
19:23::06 [recv] set Path:1
19:23::15 [send] set path enable
19:23::16 [recv] set Path:1
19:23::16 [recv] set Path:1
19:23::16 [recv] set Path:1
19:23::16 [recv] set Path:1
19:23::16 [recv] set Path:1
19:23::16 [recv] set Path:1
19:23::16 [recv] set Path:1
19:23::16 [recv] set Path:1
19:23::16 [recv] set Path:1
19:23::16 [recv] set Path:1
19:23::25 [send] set path enable
19:23::26 [recv] set Path:1
19:23::26 [recv] set Path:1
19:23::26 [recv] set Path:1
19:23::26 [recv] set Path:1
19:23::26 [recv] set Path:1
19:23::26 [recv] set Path:1
19:23::26 [recv] set Path:1
19:23::26 [recv] set Path:1
19:23::26 [recv] set Path:1
19:23::26 [recv] set Path:1
19:23::27 [send] set path enable
19:23::29 [recv] set Path:1
19:23::29 [recv] set Path:1
19:23::29 [recv] set Path:1
19:23::29 [recv] set Path:1
19:23::29 [recv] set Path:1
19:23::29 [recv] set Path:1
19:23::29 [recv] set Path:1
19:23::29 [recv] set Path:1
19:23::29 [recv] set Path:1
19:23::29 [recv] set Path:1
19:23::33 [send] set path enable
19:23::36 [recv] set Path:1
19:23::36 [recv] set Path:1
19:23::36 [recv] set Path:1
19:23::36 [recv] set Path:1
19:23::36 [recv] set Path:1
19:23::36 [recv] set Path:1
19:23::36 [recv] set Path:1
19:23::36 [recv] set Path:1
19:23::36 [recv] set Path:1
19:23::36 [recv] set Path:1
19:23::36 [send] set path enable
19:23::37 [recv] set Path:1
19:23::37 [recv] set Path:1
19:23::37 [recv] set Path:1
19:23::37 [recv] set Path:1
19:23::37 [recv] set Path:1
19:23::37 [recv] set Path:1
19:23::37 [recv] set Path:1
19:23::37 [recv] set Path:1
19:23::37 [recv] set Path:1
19:23::37 [recv] set Path:1
19:23::37 [send] set path enable
19:23::39 [recv] set Path:1
19:23::39 [recv] set Path:1
19:23::39 [recv] set Path:1
19:23::39 [recv] set Path:1
19:23::39 [recv] set Path:1
19:23::39 [recv] set Path:1
19:23::39 [recv] set Path:1
19:23::39 [recv] set Path:1
19:23::39 [recv] set Path:1
19:23::39 [recv] set Path:1
19:23::42 [send] set path enable
