00:00::30 [init] AGV: 10 Online
00:00::30 [init] Mac: 10
00:00::30 [init] Power param: FullLimit=0,HighLimit=0,LowLimit=0
00:02::40 [recv] set Path:1
00:02::40 [recv] set Path:1
00:02::40 [recv] set Path:1
00:02::40 [recv] set Path:1
00:02::40 [recv] set Path:1
00:02::40 [recv] set Path:1
00:02::40 [recv] set Path:1
00:02::40 [recv] set Path:1
00:02::40 [recv] set Path:1
00:02::40 [recv] set Path:1
00:02::53 [send] set path enable
00:02::57 [proc] plan: currentID:15
00:02::57 [proc] plan: currentID:15
00:02::57 [proc] plan: currentID:15
00:02::57 [proc] plan: currentID:15
00:02::57 [recv] set Path:1
00:02::57 [recv] set Path:1
00:02::57 [recv] set Path:1
00:02::57 [recv] set Path:1
00:02::57 [recv] set Path:1
00:02::57 [recv] set Path:1
00:02::57 [recv] set Path:1
00:02::57 [recv] set Path:1
00:02::57 [recv] set Path:1
00:02::57 [recv] set Path:1
00:02::58 [send] set path enable
00:03::02 [proc] plan: currentID:141
00:03::02 [recv] set Path:1
00:03::02 [recv] set Path:1
00:03::02 [recv] set Path:1
00:03::02 [recv] set Path:1
00:03::02 [recv] set Path:1
00:03::02 [recv] set Path:1
00:03::02 [recv] set Path:1
00:03::02 [recv] set Path:1
00:03::02 [recv] set Path:1
00:03::02 [recv] set Path:1
00:03::03 [send] set path enable
00:03::05 [proc] plan: currentID:139
00:03::08 [proc] plan: currentID:138
00:03::08 [recv] set Path:1
00:03::08 [recv] set Path:1
00:03::08 [recv] set Path:1
00:03::08 [recv] set Path:1
00:03::08 [recv] set Path:1
00:03::08 [recv] set Path:1
00:03::08 [recv] set Path:1
00:03::08 [recv] set Path:1
00:03::08 [recv] set Path:1
00:03::08 [recv] set Path:1
00:03::08 [proc] plan: currentID:144
00:03::09 [send] set path enable
00:03::11 [proc] plan: currentID:145
00:03::17 [proc] plan: currentID:28
00:03::22 [recv] set Path:1
00:03::22 [recv] set Path:1
00:03::22 [recv] set Path:1
00:03::22 [recv] set Path:1
00:03::22 [recv] set Path:1
00:03::22 [recv] set Path:1
00:03::22 [recv] set Path:1
00:03::22 [recv] set Path:1
00:03::22 [recv] set Path:1
00:03::22 [recv] set Path:1
00:03::24 [send] set path enable
00:03::27 [proc] plan: currentID:145
00:03::29 [proc] plan: currentID:143
00:03::29 [recv] set Path:1
00:03::29 [recv] set Path:1
00:03::29 [recv] set Path:1
00:03::29 [recv] set Path:1
00:03::29 [recv] set Path:1
00:03::29 [recv] set Path:1
00:03::29 [recv] set Path:1
00:03::29 [recv] set Path:1
00:03::29 [recv] set Path:1
00:03::29 [recv] set Path:1
00:03::31 [send] set path enable
00:03::34 [proc] plan: currentID:145
00:03::34 [recv] set Path:1
00:03::34 [recv] set Path:1
00:03::34 [recv] set Path:1
00:03::34 [recv] set Path:1
00:03::34 [recv] set Path:1
00:03::34 [recv] set Path:1
00:03::34 [recv] set Path:1
00:03::34 [recv] set Path:1
00:03::34 [recv] set Path:1
00:03::34 [recv] set Path:1
00:03::35 [send] set path enable
00:03::35 [proc] plan: currentID:144
00:03::37 [proc] plan: currentID:149
00:03::38 [recv] set Path:1
00:03::38 [recv] set Path:1
00:03::38 [recv] set Path:1
00:03::38 [recv] set Path:1
00:03::38 [recv] set Path:1
00:03::38 [recv] set Path:1
00:03::38 [recv] set Path:1
00:03::38 [recv] set Path:1
00:03::38 [recv] set Path:1
00:03::38 [recv] set Path:1
00:03::39 [proc] plan: currentID:150
00:03::39 [send] set path enable
00:03::41 [proc] plan: currentID:155
00:03::42 [recv] set Path:1
00:03::42 [recv] set Path:1
00:03::42 [recv] set Path:1
00:03::42 [recv] set Path:1
00:03::42 [recv] set Path:1
00:03::42 [recv] set Path:1
00:03::42 [recv] set Path:1
00:03::42 [recv] set Path:1
00:03::42 [recv] set Path:1
00:03::42 [recv] set Path:1
00:03::43 [send] set path enable
00:03::43 [proc] plan: currentID:159
00:03::45 [proc] plan: currentID:160
00:03::45 [recv] set Path:1
00:03::45 [recv] set Path:1
00:03::45 [recv] set Path:1
00:03::45 [recv] set Path:1
00:03::45 [recv] set Path:1
00:03::45 [recv] set Path:1
00:03::45 [recv] set Path:1
00:03::45 [recv] set Path:1
00:03::45 [recv] set Path:1
00:03::45 [recv] set Path:1
00:03::46 [proc] plan: currentID:161
00:03::49 [send] set path enable
00:03::51 [proc] plan: currentID:163
00:03::55 [proc] plan: currentID:17
00:03::55 [recv] set Path:1
00:03::55 [recv] set Path:1
00:03::55 [recv] set Path:1
00:03::55 [recv] set Path:1
00:03::55 [recv] set Path:1
00:03::55 [recv] set Path:1
00:03::55 [recv] set Path:1
00:03::55 [recv] set Path:1
00:03::55 [recv] set Path:1
00:03::55 [recv] set Path:1
00:03::56 [send] set path enable
00:04::02 [proc] plan: currentID:163
00:04::02 [proc] plan: currentID:162
00:04::02 [recv] set Path:1
00:04::02 [recv] set Path:1
00:04::02 [recv] set Path:1
00:04::02 [recv] set Path:1
00:04::02 [recv] set Path:1
00:04::02 [recv] set Path:1
00:04::02 [recv] set Path:1
00:04::02 [recv] set Path:1
00:04::02 [recv] set Path:1
00:04::02 [recv] set Path:1
00:04::04 [send] set path enable
00:04::06 [proc] plan: currentID:157
00:04::06 [recv] set Path:1
00:04::06 [recv] set Path:1
00:04::06 [recv] set Path:1
00:04::06 [recv] set Path:1
00:04::06 [recv] set Path:1
00:04::06 [recv] set Path:1
00:04::06 [recv] set Path:1
00:04::06 [recv] set Path:1
00:04::06 [recv] set Path:1
00:04::06 [recv] set Path:1
00:04::07 [send] set path enable
00:04::09 [proc] plan: currentID:152
00:04::10 [proc] plan: currentID:146
00:04::11 [recv] set Path:1
00:04::11 [recv] set Path:1
00:04::11 [recv] set Path:1
00:04::11 [recv] set Path:1
00:04::11 [recv] set Path:1
00:04::11 [recv] set Path:1
00:04::11 [recv] set Path:1
00:04::11 [recv] set Path:1
00:04::11 [recv] set Path:1
00:04::11 [recv] set Path:1
00:04::12 [send] set path enable
00:04::12 [proc] plan: currentID:142
00:04::17 [proc] plan: currentID:140
00:04::19 [proc] plan: currentID:136
00:04::20 [recv] set Path:1
00:04::20 [recv] set Path:1
00:04::20 [recv] set Path:1
00:04::20 [recv] set Path:1
00:04::20 [recv] set Path:1
00:04::20 [recv] set Path:1
00:04::20 [recv] set Path:1
00:04::20 [recv] set Path:1
00:04::20 [recv] set Path:1
00:04::20 [recv] set Path:1
00:04::21 [send] set path enable
00:04::25 [proc] plan: currentID:128
00:04::25 [recv] set Path:1
00:04::25 [recv] set Path:1
00:04::25 [recv] set Path:1
00:04::25 [recv] set Path:1
00:04::25 [recv] set Path:1
00:04::25 [recv] set Path:1
00:04::25 [recv] set Path:1
00:04::25 [recv] set Path:1
00:04::25 [recv] set Path:1
00:04::25 [recv] set Path:1
00:04::25 [proc] plan: currentID:126
00:04::26 [send] set path enable
00:04::28 [proc] plan: currentID:118
00:04::28 [recv] set Path:1
00:04::28 [recv] set Path:1
00:04::28 [recv] set Path:1
00:04::28 [recv] set Path:1
00:04::28 [recv] set Path:1
00:04::28 [recv] set Path:1
00:04::28 [recv] set Path:1
00:04::28 [recv] set Path:1
00:04::28 [recv] set Path:1
